town-symbol,available-votes,voted,disqualified-votes,proper-votes,AMT,G,VDAM,TB,L,MHL,PA,SHS,OTHER
433,529,399,4,395,82,0,2,3,4,21,279,0,4
777,467,347,3,344,145,0,11,2,4,14,165,1,2
705,352,246,1,245,89,0,0,1,5,16,129,1,4
1147,243,185,0,185,6,0,0,8,5,96,35,35,0
4014,250,188,2,186,13,0,2,61,1,49,53,2,5
1369,245,218,2,216,0,9,0,180,0,17,4,5,1
174,561,428,1,427,65,5,5,13,9,73,254,3,0
1254,345,246,0,246,111,0,15,4,1,2,113,0,0
523,1345,881,4,877,210,0,632,0,1,5,24,0,5
3655,1130,837,3,834,42,3,1,87,59,350,279,7,6
351,1411,1130,1,1129,13,23,1,453,2,510,33,70,24
1419,583,420,3,417,4,7,0,75,0,259,22,37,13
1195,204,66,1,65,6,0,5,11,3,14,25,1,0
1280,205,129,0,129,22,0,0,10,11,26,60,0,0
851,743,572,1,571,66,1,3,21,13,212,240,12,3
359,343,254,2,252,78,2,0,2,3,7,160,0,0
808,417,302,1,301,94,0,1,2,7,20,174,0,3
553,605,443,0,443,73,4,1,5,5,45,308,0,2
720,643,547,0,547,9,10,1,280,2,170,36,35,4
256,619,471,1,470,170,1,2,6,8,19,261,0,3
11,404,271,0,271,29,0,1,15,18,84,114,7,3
165,423,326,1,325,18,0,0,8,3,150,124,20,2
402,563,361,1,360,185,1,9,2,12,4,145,2,0
699,592,459,0,459,41,4,1,17,12,120,257,5,2
2047,417,292,2,290,49,2,0,13,6,84,126,9,1
69,329,244,2,242,100,0,3,4,6,14,113,1,1
348,402,260,0,260,69,1,0,10,8,36,134,1,1
769,411,320,0,320,10,7,1,162,3,71,53,7,6
2048,494,383,0,383,26,27,0,62,5,108,108,43,4
331,900,673,1,672,93,5,6,12,18,88,445,2,3
602,379,262,0,262,106,0,5,1,9,21,115,2,3
1236,836,645,1,644,104,1,2,14,8,59,451,2,3
825,786,597,1,596,46,7,4,33,9,266,206,24,1
1143,229,187,0,187,23,0,8,5,4,38,109,0,0
7200,33856,25604,104,25500,2051,159,66,730,890,7666,12945,866,127
186,174,73,0,73,5,0,0,1,10,16,39,1,1
3787,1214,930,3,927,33,8,1,86,61,442,273,11,12
3713,145,88,0,88,2,0,0,9,3,32,40,2,0
158,1309,999,2,997,322,0,5,24,15,43,583,1,4
1041,320,177,0,177,2,0,174,0,0,0,1,0,0
1372,261,227,0,227,0,18,0,113,0,69,4,13,10
435,608,504,1,503,149,0,4,5,8,18,313,4,2
7300,57757,34849,205,34644,269,6,33145,15,123,348,509,46,183
2500,19794,12661,82,12579,499,82,66,274,2035,4952,4034,572,65
3555,233,167,1,166,46,0,2,5,6,44,60,0,3
693,462,351,2,349,110,0,4,5,12,10,206,1,1
1242,686,524,0,524,51,1,2,45,13,117,287,5,3
792,402,307,0,307,16,1,1,6,4,127,135,16,1
246,23763,18143,88,18055,126,1447,6,866,1035,6596,614,7182,183
7400,184613,110399,636,109763,3265,3602,109,5172,10288,47267,25906,13241,913
525,3024,1428,7,1421,465,129,78,6,95,283,341,20,4
578,421,292,1,291,132,0,3,1,5,9,141,0,0
587,3874,2607,4,2603,213,17,21,69,98,588,1574,18,5
2046,425,327,0,327,37,0,0,5,7,89,184,5,0
942,150,84,2,82,8,0,70,0,0,0,4,0,0
526,2012,1338,3,1335,27,2,1268,0,0,0,32,1,5
3756,674,527,1,526,1,12,0,372,0,104,3,11,23
1238,186,110,1,109,25,1,0,3,3,9,65,2,1
7500,21624,17136,51,17085,257,9,16610,1,4,39,120,11,34
1170,898,277,1,276,10,0,233,0,0,19,11,0,3
1245,2252,1422,10,1412,5,0,1234,0,4,22,108,22,17
3567,769,629,1,628,63,1,2,16,10,83,451,0,2
1156,230,147,0,147,75,0,5,0,2,3,62,0,0
3777,259,236,0,236,1,3,0,185,0,35,10,2,0
419,623,456,6,450,33,3,1,216,0,80,106,8,3
1360,937,399,1,398,4,1,356,0,6,4,17,4,6
454,623,437,0,437,82,1,4,8,13,85,242,2,0
1176,332,197,1,196,17,3,0,23,12,64,72,2,3
610,809,631,2,629,85,5,0,22,23,95,393,3,3
4501,1707,677,8,669,168,0,96,1,12,148,44,183,17
892,521,379,4,375,14,4,0,6,6,232,49,57,7
376,673,514,0,514,173,2,3,0,17,17,296,3,3
794,302,242,0,242,10,14,1,2,1,160,17,35,2
1199,1491,1110,1,1109,62,3,0,43,31,227,735,6,2
2035,295,235,0,235,21,0,3,2,4,48,155,1,1
826,366,289,1,288,0,11,0,28,0,146,10,93,0
528,2014,1283,4,1279,36,0,1223,0,0,2,8,7,3
737,761,571,0,571,65,4,1,21,8,118,339,10,5
666,6407,4672,6,4666,515,18,56,189,130,1409,2297,31,21
810,395,299,1,298,51,3,5,12,6,80,136,1,4
3617,1892,1428,2,1426,6,28,0,912,3,415,19,13,30
32,428,364,2,362,9,6,0,5,1,145,9,187,0
957,292,174,0,174,4,0,168,0,0,0,1,0,1
1149,626,483,0,483,38,1,0,14,9,175,210,31,5
837,608,499,0,499,10,12,0,60,3,319,44,46,5
711,777,644,4,640,14,5,0,22,8,436,96,57,2
817,949,746,2,744,22,2,0,20,11,499,122,64,4
969,110,31,0,31,0,0,30,0,0,1,0,0,0
3658,299,237,0,237,1,5,0,174,0,46,1,1,9
1175,298,173,1,172,28,0,0,6,3,24,110,0,1
530,4158,2922,10,2912,205,3,2281,0,59,107,219,26,12
156,115,50,0,50,6,0,1,4,1,17,21,0,0
511,5255,3301,20,3281,11,0,3220,3,0,8,6,4,29
687,744,546,0,546,83,2,5,17,12,75,349,1,2
546,639,350,7,343,19,0,24,8,85,32,173,0,2
273,482,322,0,322,79,0,1,4,4,41,188,0,5
2042,482,316,3,313,87,0,5,6,4,33,173,2,3
436,907,567,1,566,180,0,4,7,17,32,324,0,2
1240,725,538,1,537,63,0,0,35,17,93,321,5,3
74,496,351,1,350,92,1,9,8,5,16,218,1,0
167,710,545,2,543,224,0,5,2,5,13,293,1,0
289,703,543,0,543,230,0,1,3,3,17,285,1,3
383,434,331,0,331,19,3,2,193,1,59,49,2,3
367,590,473,2,471,25,2,0,7,2,324,85,22,4
270,885,527,0,527,232,1,2,4,12,21,252,3,0
676,311,187,1,186,32,0,3,3,12,17,118,1,0
157,1088,848,3,845,105,4,4,9,23,61,635,1,3
4503,281,187,0,187,28,0,0,6,13,29,110,0,1
1320,194,137,0,137,0,0,136,0,0,0,1,0,0
89,517,378,2,376,67,1,1,5,8,25,269,0,0
82,684,496,0,496,125,4,0,16,11,35,300,0,5
806,537,386,0,386,46,0,6,7,6,20,301,0,0
813,712,563,1,562,36,3,1,43,18,281,134,43,3
426,525,405,0,405,107,0,1,4,16,29,245,2,1
532,9058,6608,33,6575,33,1,6428,7,1,35,15,12,43
521,1680,955,18,937,12,0,802,2,0,28,75,3,15
223,398,320,1,319,57,2,3,2,2,27,226,0,0
622,446,359,2,357,17,5,0,190,0,69,68,6,2
4502,146,16,0,16,0,0,0,0,0,8,8,0,0
514,657,373,13,360,16,3,308,2,5,3,23,0,0
139,588,427,0,427,163,0,2,1,10,19,226,2,4
880,1102,818,4,814,82,10,1,22,14,278,371,33,3
1251,147,95,0,95,4,0,0,7,2,26,55,0,1
871,575,474,0,474,126,0,2,3,7,36,295,0,5
7600,42009,26526,172,26354,395,140,7805,672,2579,10389,2283,1918,173
1146,346,265,0,265,9,1,0,141,3,69,39,1,2
3765,2154,1658,4,1654,5,98,1,941,17,497,13,58,24
3727,1610,1356,0,1356,4,12,1,857,10,394,39,21,18
688,584,452,0,452,2,3,0,45,0,328,12,57,5
3715,987,740,0,740,20,2,3,63,44,480,112,8,8
1212,143,97,2,95,20,0,3,4,2,11,53,1,1
3824,73,66,0,66,0,5,0,29,0,19,1,7,5
779,634,449,1,448,53,1,1,34,9,177,159,13,1
385,431,267,1,266,71,0,1,3,2,17,171,1,0
318,208,140,1,139,5,0,0,6,5,63,37,23,0
773,523,395,1,394,65,1,5,13,13,69,225,2,1
319,493,351,3,348,146,0,3,1,8,20,170,0,0
3660,2261,1659,2,1657,1,631,0,45,2,166,6,748,58
708,576,449,3,446,7,27,0,35,0,295,47,31,4
3712,505,429,1,428,0,7,0,177,1,163,3,54,23
534,9170,5136,40,5096,390,9,1557,14,399,149,2530,8,40
7700,41761,26407,163,26244,664,1135,63,896,2778,13820,4571,2054,263
3778,1356,1072,3,1069,9,16,0,354,30,485,110,57,8
917,898,664,1,663,141,0,9,14,6,43,446,3,1
531,16725,12066,35,12031,19,8,11899,4,1,19,39,5,37
1246,1029,549,4,545,29,0,378,0,1,37,82,17,1
1335,517,285,6,279,3,0,103,3,0,117,29,3,21
2560,21515,12774,92,12682,456,3090,165,318,2494,2790,2989,274,106
593,673,544,1,543,54,0,1,14,5,149,310,9,1
637,13286,9119,38,9081,32,3,8960,4,1,19,22,10,30
1192,8586,5113,26,5087,125,1,4871,2,1,13,28,6,40
591,897,701,2,699,81,3,1,17,11,103,479,3,1
53,5921,4257,11,4246,281,39,28,176,130,1632,1743,195,22
3748,460,346,0,346,0,8,0,223,0,85,6,14,10
1151,370,260,1,259,40,0,1,3,3,17,195,0,0
3768,1092,933,0,933,1,25,0,669,0,193,5,28,12
750,338,248,1,247,5,6,0,25,5,143,34,25,4
838,598,465,1,464,13,0,0,19,6,290,99,33,4
1104,265,184,1,183,1,2,0,12,2,119,30,13,4
1105,1019,708,3,705,26,4,0,31,21,477,89,49,8
1313,870,575,4,571,33,6,14,21,23,298,149,19,8
537,8696,5222,34,5188,36,0,5002,5,0,19,35,68,23
767,904,673,3,670,5,8,1,32,11,416,44,140,13
749,665,538,2,536,7,4,0,25,2,287,55,154,2
597,591,442,0,442,147,0,0,6,5,45,234,4,1
3723,229,175,2,173,0,35,0,95,0,27,4,5,7
3659,995,843,1,842,0,56,0,574,0,184,8,10,10
535,2627,1604,8,1596,104,0,1269,0,147,21,45,3,7
2059,384,304,0,304,6,4,0,15,4,146,48,78,3
3615,239,187,1,186,5,0,0,21,5,81,72,0,2
536,4417,2964,20,2944,341,0,942,0,858,158,575,52,18
281,323,270,1,269,4,1,0,1,2,161,18,81,1
7800,30567,21841,83,21758,2380,154,163,999,883,7227,8738,1111,103
171,5005,3783,10,3773,276,15,6,158,94,1072,2032,102,18
599,438,314,2,312,66,0,2,5,8,40,189,0,2
2053,290,216,1,215,11,3,0,15,1,138,30,10,7
1231,168,110,0,110,9,0,0,10,1,61,28,1,0
7900,191908,132135,646,131489,5045,6346,191,11937,11421,47257,37442,10805,1045
839,612,482,4,478,15,1,0,17,9,262,138,33,3
413,394,271,0,271,94,2,3,7,6,31,127,0,1
1180,268,198,0,198,31,0,1,4,3,16,141,0,2
1213,163,138,2,136,59,1,4,8,1,5,57,0,1
465,618,390,0,390,172,1,2,4,8,22,179,0,2
1136,450,304,0,304,21,1,1,8,4,156,96,17,0
3791,1444,1151,2,1149,27,18,0,418,34,413,169,41,29
198,799,597,0,597,115,2,7,9,9,53,400,1,1
1150,352,267,0,267,35,0,3,12,10,17,190,0,0
1102,165,119,0,119,24,1,0,2,1,20,69,2,0
1262,190,138,0,138,32,0,2,6,1,12,84,0,1
1113,6051,4529,14,4515,524,19,33,425,239,1588,1577,69,41
1345,3517,2888,8,2880,244,5,7,111,118,604,1743,39,9
276,1856,1434,2,1432,171,6,5,47,31,190,969,4,9
1148,228,166,2,164,12,0,2,3,7,54,85,0,1
774,294,216,2,214,14,0,1,10,1,133,37,16,2
1221,721,557,0,557,63,4,0,18,31,67,372,1,1
613,655,482,0,482,71,1,4,18,16,73,295,2,2
796,677,518,3,515,16,3,0,24,6,339,87,33,7
636,1238,742,3,739,1,0,734,0,0,1,1,0,2
594,510,412,3,409,4,7,0,195,2,127,30,33,11
1079,307,207,2,205,32,2,6,5,4,80,61,15,0
8000,23506,14713,91,14622,170,2656,243,948,833,5785,850,2880,257
612,704,512,0,512,30,32,3,36,20,200,161,25,5
567,835,555,3,552,181,2,38,2,6,21,302,0,0
1234,754,430,3,427,0,0,406,1,0,1,4,3,12
334,589,434,1,433,26,0,1,153,8,96,144,3,2
3557,2609,2085,2,2083,7,63,0,1273,11,602,27,47,53
195,15526,11719,28,11691,914,43,29,368,488,3015,6146,623,65
4025,392,283,1,282,36,0,0,15,12,61,156,1,1
3781,1002,725,1,724,7,2,0,37,19,510,111,35,3
615,1152,879,3,876,120,3,3,12,24,89,616,3,6
1211,188,138,0,138,41,0,1,1,1,13,79,0,2
964,1350,385,4,381,5,0,362,0,0,0,8,1,5
972,489,118,1,117,0,0,93,0,0,21,2,0,1
766,253,183,0,183,0,177,0,0,0,3,0,3,0
1179,630,465,0,465,126,0,2,2,10,44,274,1,6
1052,438,225,0,225,83,0,10,6,13,13,98,1,1
1167,4946,3201,5,3196,261,15,19,105,103,892,1760,31,10
414,365,301,0,301,59,1,1,14,3,106,96,20,1
3601,318,222,0,222,12,1,1,14,17,49,127,0,1
638,14379,10437,46,10391,43,0,10245,8,2,21,29,5,38
4024,220,142,1,141,14,1,0,3,10,38,74,1,0
1243,2211,1496,2,1494,242,1,41,51,114,280,740,12,13
1347,1244,883,4,879,4,0,849,2,0,3,8,2,11
4100,6175,3523,25,3498,119,53,7,343,663,1370,746,123,74
2620,29021,21506,59,21447,2116,92,82,768,774,5636,11167,692,120
3611,4726,3284,16,3268,19,206,0,1075,75,1474,39,131,249
6800,47351,31314,192,31122,831,749,28,1349,2763,15762,6746,2668,226
9500,34435,22028,146,21882,933,251,25,546,2282,8725,8225,726,169
2630,42639,29040,273,28767,515,2173,11,1036,3430,13159,3792,4404,247
2300,13692,9469,14,9455,1760,122,151,217,235,1684,5129,74,83
9600,36535,21016,188,20828,513,156,12,456,4116,10029,4432,919,195
1137,3332,2577,18,2559,3,1795,0,58,3,140,10,530,20
8200,37981,24829,154,24675,1078,125,30,790,2745,9764,9199,775,169
1034,17219,11944,82,11862,193,1098,6,705,227,6040,1066,2272,255
3746,420,362,1,361,0,5,0,170,1,151,3,15,16
78,305,205,0,205,66,0,3,1,6,21,105,2,1
469,8193,5904,40,5864,162,46,16,207,200,3505,909,748,71
2800,18252,11200,69,11131,376,86,31,548,1093,6471,1378,1052,96
3640,5496,4151,14,4137,37,89,2,1736,150,1634,217,153,119
4006,427,310,2,308,1,17,0,208,0,55,2,18,7
543,6374,4065,48,4017,119,3,2619,2,317,230,645,61,21
1334,271,183,3,180,9,0,121,0,4,1,44,0,1
990,406,286,2,284,0,0,276,1,0,2,1,2,2
2640,43052,33310,94,33216,1325,740,43,1627,1081,13336,11658,3146,260
26,2405,1670,6,1664,258,22,28,83,49,456,710,33,25
3602,492,414,1,413,3,4,0,293,0,83,23,3,4
8300,207038,138490,596,137894,6268,1166,190,4424,12502,55394,50944,6151,855
3795,1192,1024,1,1023,2,23,1,745,0,185,6,38,23
564,589,441,0,441,161,2,9,3,2,19,243,0,2
354,697,421,2,419,158,0,7,7,26,29,189,0,3
390,837,621,2,619,76,0,1,10,18,99,409,4,2
444,414,290,0,290,66,0,9,2,1,26,185,1,0
1161,33987,22545,157,22388,881,10,20711,35,29,136,439,16,131
2051,419,350,2,348,2,5,0,17,1,235,14,71,3
2016,255,181,0,181,3,1,0,3,0,136,7,30,1
362,502,354,2,352,103,2,0,2,10,19,215,0,1
539,742,584,3,581,44,0,530,0,1,1,0,1,4
997,1368,651,3,648,148,0,373,0,1,17,85,17,7
3619,131,86,0,86,4,0,0,2,8,29,43,0,0
854,328,246,0,246,5,0,0,16,0,194,10,21,0
8400,107289,74296,310,73986,4854,3283,257,4644,5204,25292,24095,5644,713
3822,312,277,0,277,0,3,0,218,0,46,2,0,8
540,920,554,7,547,94,0,84,8,21,13,324,1,2
3568,207,156,0,156,10,1,2,16,7,44,72,1,3
542,11436,7764,58,7706,61,3,7475,7,20,44,49,20,27
3565,509,366,2,364,5,5,0,27,24,252,43,7,1
616,691,538,1,537,51,4,0,22,9,184,247,17,3
922,6334,5357,27,5330,16,2307,1,37,29,423,83,2415,19
1069,652,488,1,487,73,1,1,13,12,47,338,0,2
4702,438,337,0,337,37,1,3,7,12,51,219,1,6
206,1169,890,1,889,119,7,5,25,20,94,614,3,2
735,550,383,2,381,39,3,0,25,6,85,217,5,1
445,845,657,1,656,239,1,3,5,12,29,366,0,1
372,435,302,1,301,30,0,0,6,10,87,157,11,0
8500,55672,35652,358,35294,730,251,6054,765,1800,17113,3919,4383,279
8600,132937,87752,331,87421,8641,1041,573,3653,3918,24965,40735,3332,563
135,360,286,1,285,72,0,2,6,2,34,169,0,0
184,669,532,0,532,158,0,5,6,9,28,322,2,2
335,733,520,3,517,154,1,10,4,13,35,300,0,0
2650,37312,27094,46,27048,2934,489,152,561,629,5318,16130,733,102
178,839,576,1,575,132,1,3,15,16,37,367,0,4
122,5702,4252,18,4234,359,24,8,122,158,1284,2203,55,21
4701,439,341,0,341,3,8,0,229,2,76,12,3,8
339,446,355,1,354,65,2,4,10,5,45,218,2,3
460,467,344,2,342,74,1,6,22,12,82,140,3,2
127,354,290,0,290,52,0,4,6,3,35,186,4,0
789,443,318,2,316,15,0,0,21,6,159,110,2,3
713,358,251,0,251,77,0,0,0,11,10,151,0,2
8700,65757,44302,147,44155,3319,738,119,4199,1260,11952,20461,1859,248
1228,793,589,0,589,105,0,5,12,23,64,378,1,1
247,878,683,5,678,96,0,4,9,9,92,461,2,5
437,616,500,1,499,137,1,1,45,6,57,248,4,0
1260,236,195,2,193,8,0,0,116,0,33,29,0,7
324,421,302,0,302,30,0,0,10,9,88,158,4,3
282,880,612,0,612,66,1,2,26,13,169,331,3,1
3571,559,446,2,444,0,51,0,178,5,148,8,8,46
913,4174,2541,14,2527,167,0,2164,6,15,15,136,3,21
1286,5146,3375,28,3347,5,10,3261,1,1,16,14,3,36
721,382,308,1,307,3,6,0,148,0,99,39,9,3
304,618,380,3,377,10,6,0,201,0,105,49,1,5
861,626,458,1,457,41,9,1,26,12,146,210,8,4
885,415,279,0,279,94,0,1,2,8,9,164,0,1
36,423,333,1,332,14,2,1,10,3,191,65,44,2
284,998,733,1,732,102,3,8,10,11,77,518,3,0
293,387,308,0,308,96,0,4,2,8,14,184,0,0
142,628,502,1,501,18,8,0,218,5,150,92,6,4
2008,403,280,2,278,23,0,5,2,7,80,153,4,4
18,395,288,0,288,10,0,0,5,9,92,169,2,1
259,549,400,1,399,48,0,1,5,8,125,206,3,3
329,756,574,0,574,93,2,3,14,15,119,318,4,6
1058,364,211,0,211,52,0,5,12,2,22,114,2,2
739,990,798,4,794,9,5,0,32,5,542,77,117,7
2049,425,336,1,335,25,3,3,17,3,164,79,40,1
327,714,575,0,575,109,8,4,11,13,49,371,7,3
27,267,202,0,202,5,1,0,13,4,111,14,53,1
1223,251,186,0,186,15,0,0,14,10,25,120,1,1
2015,724,559,4,555,75,6,2,13,16,89,353,1,0
2057,369,267,0,267,2,2,0,6,0,233,7,16,1
555,381,277,0,277,34,0,8,7,6,25,195,0,2
306,478,384,1,383,49,0,2,5,11,40,271,2,3
3578,391,311,0,311,1,6,0,238,0,61,0,2,3
1031,20663,13513,99,13414,579,222,31,1364,1386,6861,1227,1545,199
741,478,357,1,356,57,4,5,4,8,116,153,6,3
761,419,340,0,340,1,5,0,63,0,226,11,28,6
394,628,452,1,451,157,0,6,1,7,15,263,0,2
1304,15710,11918,41,11877,894,30,15,1166,282,3200,5989,243,58
614,303,203,1,202,9,2,0,2,3,144,33,9,0
1265,334,279,0,279,0,59,0,170,0,36,4,8,2
415,262,221,1,220,0,3,0,87,1,92,4,30,3
456,1096,851,3,848,114,2,6,83,28,183,424,3,5
1235,401,283,1,282,37,0,4,10,8,46,175,1,1
224,449,319,2,317,24,2,1,6,7,126,109,42,0
527,279,217,0,217,5,1,0,1,2,159,34,12,3
7,521,387,0,387,21,6,0,15,11,175,108,48,3
1266,130,68,0,68,22,0,0,0,7,5,33,0,1
865,263,204,2,202,5,2,0,28,3,139,8,15,2
658,1990,1503,9,1494,34,0,1381,2,0,2,61,3,11
3641,1972,1570,1,1569,1,99,0,940,1,371,5,43,109
1165,499,401,1,400,72,2,5,15,10,55,237,4,0
1160,616,467,0,467,104,0,4,13,17,26,296,2,5
873,388,326,2,324,0,6,0,21,3,223,9,60,2
439,354,258,1,257,9,5,0,128,0,62,47,4,2
812,5217,3496,11,3485,93,22,9,123,398,1766,598,455,21
1364,130,113,0,113,0,1,0,83,0,19,1,6,3
366,682,468,0,468,153,0,3,4,3,26,278,0,1
3784,442,327,0,327,5,8,1,133,2,125,24,10,19
432,438,326,0,326,90,1,3,6,10,41,172,2,1
1337,1831,1351,0,1351,222,5,2,36,24,155,900,5,2
1287,466,319,0,319,26,2,0,62,38,89,77,3,22
1132,435,310,3,307,83,0,1,5,9,28,180,1,0
538,4868,3800,13,3787,10,4,3713,2,1,9,24,14,10
4009,218,166,0,166,13,0,0,6,7,48,86,6,0
856,745,638,0,638,4,50,0,445,0,98,11,21,9
661,1237,934,0,934,71,6,1,25,22,382,373,49,5
264,490,365,0,365,106,0,2,4,3,21,225,1,3
237,554,439,2,437,183,1,4,0,7,5,235,1,1
921,136,11,0,11,1,0,0,0,0,3,4,3,0
3720,3911,2946,6,2940,64,23,4,603,72,1387,629,114,44
232,990,757,1,756,213,1,9,4,10,32,485,0,2
692,534,448,2,446,21,4,2,71,5,206,104,30,3
846,321,227,0,227,13,5,0,9,1,138,39,19,3
8800,29120,19200,168,19032,247,4,15815,13,1600,204,1019,34,96
3649,578,412,2,410,15,1,0,53,20,194,114,4,9
1233,293,239,0,239,47,0,0,7,4,50,128,1,2
292,438,346,1,345,45,1,2,5,16,45,227,2,2
1114,815,569,3,566,145,0,11,12,13,109,274,2,0
126,754,539,0,539,157,3,4,7,12,28,323,2,3
398,251,202,1,201,1,12,0,16,3,121,10,37,1
1045,230,162,0,162,10,4,2,22,1,85,29,8,1
763,1413,1068,2,1066,31,7,0,60,22,598,273,61,14
2062,292,192,1,191,34,1,1,12,3,63,67,9,1
2061,409,302,0,302,24,0,1,20,5,172,60,18,2
1172,379,252,0,252,123,0,11,0,9,13,96,0,0
3558,246,189,0,189,15,1,0,14,5,66,85,0,3
1083,316,254,0,254,0,10,0,135,1,95,1,6,6
163,625,463,1,462,44,0,4,9,16,72,310,3,4
10,331,252,0,252,2,3,0,10,1,136,5,94,1
5000,434208,268116,1001,267115,38808,2802,11413,5942,8598,58363,128637,11179,1373
84,370,277,0,277,66,0,3,9,7,9,180,2,1
287,654,528,13,515,77,0,1,11,10,57,357,2,0
154,9498,7107,17,7090,446,40,12,352,173,1950,3874,199,44
103,850,650,0,650,57,8,5,25,19,161,370,0,5
719,311,221,1,220,45,0,0,5,15,22,131,1,1
1054,9683,5575,44,5531,23,1,5414,2,1,23,27,6,34
1283,337,253,3,250,1,1,0,28,1,179,11,26,3
3719,205,164,0,164,0,11,0,74,5,55,5,4,10
1051,217,129,0,129,4,4,0,7,1,66,32,15,0
2003,664,519,1,518,65,2,4,20,12,111,298,2,4
2050,357,278,0,278,15,3,0,11,6,186,37,15,5
1237,269,156,2,154,25,0,0,10,7,24,87,0,1
727,626,469,0,469,22,0,0,18,6,170,236,15,2
744,496,371,0,371,35,0,0,26,16,107,180,2,5
814,567,448,2,446,2,29,2,35,0,245,24,95,14
1244,1164,894,7,887,165,3,7,10,12,82,604,2,2
2002,601,432,0,432,28,3,0,16,2,194,158,28,3
752,430,351,2,349,32,2,1,31,8,161,74,36,4
709,1011,871,5,866,1,661,0,7,0,61,9,127,0
665,488,416,2,414,5,5,0,163,1,161,63,12,4
3563,2158,1619,4,1615,28,33,3,760,35,583,85,34,54
970,520,48,0,48,0,0,43,0,0,0,4,0,1
1346,587,206,0,206,0,0,160,0,0,40,2,0,4
778,576,472,1,471,9,7,0,85,1,254,65,47,3
